アイドル	作品	P/S	レア度	カード名	入手	実装日
櫻木真乃	シャニソン	P	星2	雲の隙間、お気に入りを纏って	恒常	2024/05/14
越境イベント	シャニソン	OVERCAST LIVE!			イベント	2024/05/14
越境イベント	シャニソン	OVERCAST LIVE!			イベント	2024/05/15
越境イベント	シャニソン	OVERCAST LIVE!			イベント	2024/05/16
越境イベント	シャニソン	OVERCAST LIVE!			イベント	2024/05/17
越境イベント	シャニソン	OVERCAST LIVE!			イベント	2024/05/18
越境イベント	シャニソン	OVERCAST LIVE!			イベント	2024/05/19
越境イベント	シャニソン	OVERCAST LIVE!			イベント	2024/05/20
大崎甜花	シャニソン	P	星3	アナタを悪魔は待っている	恒常	2024/05/20
市川雛菜	シャニソン	S	SSR	Take off！	恒常	2024/05/20
鈴木羽那	シャニソン	S	SSR	砂糖菓子は何色の夢を見るか	恒常	2024/05/20
越境イベント	シャニソン	OVERCAST LIVE!			イベント	2024/05/21
緋田美琴	シャニソン	S	SSR	咲くまでのトキ	恒常	2024/05/21
樋口円香	シャニソン	S	SSR	未然	恒常	2024/05/21
越境イベント	シャニソン	OVERCAST LIVE!			イベント	2024/05/22
越境イベント	シャニソン	OVERCAST LIVE!			イベント	2024/05/23
桑山千雪	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/05/24
八宮めぐる	シャニソン	P	星3	駆けめぐる願い	30MSコラボ	2024/05/24
風野灯織	シャニソン	P	星3	想いを刻んで	30MSコラボ	2024/05/24
櫻木真乃	シャニソン	P	星3	宙が繋がる時	30MSコラボ	2024/05/24
杜野凛世	シャニソン	P	星3	狐火に燃ゆ想い	恒常	2024/05/31
月岡恋鐘	シャニソン	P	星3	永遠の愛を束ねて	限定	2024/05/31
和泉愛依	シャニソン	P	星2	繋がる奇跡	恒常	2024/05/31
黛冬優子	シャニソン	P	星2	溢れる光の粒	恒常	2024/05/31
芹沢あさひ	シャニソン	P	星2	未知を掴んで	恒常	2024/05/31
郁田はるき	シャニソン	S	SSR	ほどけないで魔法	恒常	2024/05/31
幽谷霧子	シャニソン	S	SSR	箱の音色に包まれて	限定	2024/05/31
七草にちか	シャニソン	S	SSR	砕けろダイヤモンド	限定	2024/05/31
芹沢あさひ	シャニソン	S	SSR	象牙の塔の姫に捧ぐ	恒常	2024/05/31
ストレイライト	シャニソン	Stray's LINK			イベント	2024/05/31
杜野凛世	シャニソン	S	SSR	めぐる共鳴の拍	シーズン	2024/06/01
幽谷霧子	シャニソン	S	SSR	やまない音たち	シーズン	2024/06/01
イルミネーションスターズ	シャニソン	ユニットサブストーリー5話			サブストーリー	2024/06/04
幽谷霧子	シャニソン	P	星3	灯す命 宿る光	30MSコラボ	2024/06/06
三峰結華	シャニソン	P	星3	星の暗号は秘密のまま	30MSコラボ	2024/06/06
白瀬咲耶	シャニソン	P	星3	心の奥へ触れて	30MSコラボ	2024/06/06
田中摩美々	シャニソン	P	星3	どんな姿もお手の物	30MSコラボ	2024/06/06
月岡恋鐘	シャニソン	P	星3	光の粒子にダイブして	30MSコラボ	2024/06/06
市川雛菜	シャニソン	P	星3	雨あがり虹さんぽ	恒常	2024/06/10
和泉愛依	シャニソン	P	星3	色めき咲いて	恒常	2024/06/10
小宮果穂	シャニソン	S	SSR	ピタ・パタ・パウ・パウ	恒常	2024/06/10
郁田はるき	シャニソン	P	星2	笑顔の裏側	恒常	2024/06/10
鈴木羽那	シャニソン	P	星2	無垢な証明	恒常	2024/06/10
斑鳩ルカ	シャニソン	P	星2	虚像の歪み	恒常	2024/06/10
園田智代子	シャニソン	S	SSR	幸せひとくち召し上がれ！	恒常	2024/06/10
風野灯織	シャニソン	S	SSR	耀径	恒常	2024/06/10
三峰結華	シャニソン	S	SSR	レイニーガールの願い事	恒常	2024/06/10
コメティック	シャニソン	エピソード2			プロデュース	2024/06/10
郁田はるき	シャニソン	エピソード2			プロデュース	2024/06/10
鈴木羽那	シャニソン	エピソード2			プロデュース	2024/06/10
斑鳩ルカ	シャニソン	エピソード2			プロデュース	2024/06/10
八宮めぐる	シャニソン	P	星3	届け！太陽のエール	恒常	2024/06/20
市川雛菜	シャニソン	S	SSR	B♡♡KMARK	恒常	2024/06/20
三峰結華	シャニソン	S	SSR	にぎやか木漏れ日ライン	恒常	2024/06/20
浅倉透	シャニソン	S	SSR	looook	恒常	2024/06/20
櫻木真乃	シャニソン	S	SSR	つたえるものがたり	恒常	2024/06/20
芹沢あさひ	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/06/24
桑山千雪	シャニソン	P	星3	輝きは幻想に	30MSコラボ	2024/06/24
大崎甜花	シャニソン	P	星3	星を飛び超えて	30MSコラボ	2024/06/24
大崎甘奈	シャニソン	P	星3	鏡越しの鼓動	30MSコラボ	2024/06/24
桑山千雪	シャニソン	P	星3	恋に逢えたら	限定	2024/06/30
園田智代子	シャニソン	P	星3	お星さまを頬張って	限定	2024/06/30
緋田美琴	シャニソン	P	星2	終わりのない旅路	恒常	2024/06/30
七草にちか	シャニソン	P	星2	世界の果てまで	恒常	2024/06/30
福丸小糸	シャニソン	S	SSR	うだるような午後のこと	限定	2024/06/30
西城樹里	シャニソン	S	SSR	The Heat is On！	恒常	2024/06/30
幽谷霧子	シャニソン	S	SSR	玲・瓏・銀・砂	恒常	2024/06/30
黛冬優子	シャニソン	S	SSR	綺羅の随にすべからず	限定	2024/06/30
シーズ	シャニソン	Keep Running			イベント	2024/06/30
黛冬優子	シャニソン	S	SSR	Parallax NEON	シーズン	2024/07/01
樋口円香	シャニソン	S	SSR	bowl	シーズン	2024/07/01
アンティーカ	シャニソン	ユニットサブストーリー5話			サブストーリー	2024/07/04
福丸小糸	シャニソン	P	星3	ゆらめいて水光	恒常	2024/07/09
風野灯織	シャニソン	P	星3	水平線を見つめて	恒常	2024/07/09
八宮めぐる	シャニソン	P	星2	陽光に包まれて	恒常	2024/07/09
風野灯織	シャニソン	P	星2	月明かりの夢	恒常	2024/07/09
櫻木真乃	シャニソン	P	星2	星々の願いごと	恒常	2024/07/09
樋口円香	シャニソン	S	SSR	夏採れ！ビストロメリア	恒常	2024/07/09
斑鳩ルカ	シャニソン	S	SSR	No fun, no fun	恒常	2024/07/09
イルミネーションスターズ	シャニソン	エピソード3			プロデュース	2024/07/09
八宮めぐる	シャニソン	エピソード3			プロデュース	2024/07/09
風野灯織	シャニソン	エピソード3			プロデュース	2024/07/09
櫻木真乃	シャニソン	エピソード3			プロデュース	2024/07/09
有栖川夏葉	シャニソン	P	星3	パルマを鳴らして	恒常	2024/07/19
杜野凛世	シャニソン	S	SSR	氷点下に炎ゆ	恒常	2024/07/19
市川雛菜	シャニソン	S	SSR	ハッピー♡サマー	恒常	2024/07/19
斑鳩ルカ	シャニソン	S	SSR	クロスフェードの高気圧	恒常	2024/07/20
有栖川夏葉	シャニソン	S	SSR	残陽サマーバイブス	恒常	2024/07/20
黛冬優子	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/07/25
有栖川夏葉	シャニソン	P	星3	無重力ハイパワー	30MSコラボ	2024/07/26
杜野凛世	シャニソン	P	星3	浪漫色に恋焦れ	30MSコラボ	2024/07/26
西城樹里	シャニソン	P	星3	記憶は宙に溶けて	30MSコラボ	2024/07/26
園田智代子	シャニソン	P	星3	蜜味エネルギー	30MSコラボ	2024/07/26
小宮果穂	シャニソン	P	星3	全力！発進！	30MSコラボ	2024/07/26
浅倉透	シャニソン	P	星3	夏空、現れたり	恒常	2024/07/31
幽谷霧子	シャニソン	P	星3	夏の先の眩しさよ	限定	2024/07/31
桑山千雪	シャニソン	P	星2	パステルフラワーについてきて	恒常	2024/07/31
大崎甜花	シャニソン	P	星2	メルティフェアリーを捕まえて	恒常	2024/07/31
大崎甘奈	シャニソン	P	星2	ネオンライトを追いかけて	恒常	2024/07/31
西城樹里	シャニソン	S	SSR	常夏にナイスパス！	限定	2024/07/31
月岡恋鐘	シャニソン	S	SSR	ずぶぬれ海峡・恋あられ	恒常	2024/07/31
アルストロメリア	シャニソン	Change from 『Stable』			イベント	2024/07/31
鈴木羽那	シャニソン	S	SSR	青夜に蕾みぬ	限定	2024/08/01
緋田美琴	シャニソン	S	SSR	GLOW	限定	2024/08/01
大崎甜花	シャニソン	S	SSR	めうつりセレクト！	シーズン	2024/08/01
和泉愛依	シャニソン	S	SSR	肌は大事に！	シーズン	2024/08/01
郁田はるき	シャニソン	P	星2	灼けた砂とつまさき	水着'24	2024/08/01
鈴木羽那	シャニソン	P	星2	知らないままでいたかった	水着'24	2024/08/01
斑鳩ルカ	シャニソン	P	星2	群青が「来い」と言った	水着'24	2024/08/01
緋田美琴	シャニソン	P	星2	lost at sea	水着'24	2024/08/01
七草にちか	シャニソン	P	星2	ときめいたら、夕立	水着'24	2024/08/01
市川雛菜	シャニソン	P	星2	真夏の風も君を欲しがるのに	水着'24	2024/08/01
福丸小糸	シャニソン	P	星2	いつか生まれるパール	水着'24	2024/08/01
樋口円香	シャニソン	P	星2	あなたから言って	水着'24	2024/08/01
浅倉透	シャニソン	P	星2	汽水域で息を	水着'24	2024/08/01
和泉愛依	シャニソン	P	星2	ハローSummer,ハロー	水着'24	2024/08/01
黛冬優子	シャニソン	P	星2	リボンは定めて、たゆまない	水着'24	2024/08/01
芹沢あさひ	シャニソン	P	星2	砂浜を駆け抜け南風	水着'24	2024/08/01
桑山千雪	シャニソン	P	星2	レイジーピンクと目覚めたら	水着'24	2024/08/01
大崎甜花	シャニソン	P	星2	ジェリーピンクはひめやかに	水着'24	2024/08/01
大崎甘奈	シャニソン	P	星2	パッションピンクがはじけたら	水着'24	2024/08/01
有栖川夏葉	シャニソン	P	星2	青雲のトロピカルドット	水着'24	2024/08/01
杜野凛世	シャニソン	P	星2	ひたぶる想いを、橙	水着'24	2024/08/01
西城樹里	シャニソン	P	星2	夏本番、モードオレンジ	水着'24	2024/08/01
園田智代子	シャニソン	P	星2	柔く、水玉をなびかせて	水着'24	2024/08/01
小宮果穂	シャニソン	P	星2	フレッシュオレンジ全力全開！	水着'24	2024/08/01
幽谷霧子	シャニソン	P	星2	咲き誇れ、夏の薔薇	水着'24	2024/08/01
三峰結華	シャニソン	P	星2	刻み込め、ふたりの足跡	水着'24	2024/08/01
白瀬咲耶	シャニソン	P	星2	飛び散らせ、白波の飛沫	水着'24	2024/08/01
田中摩美々	シャニソン	P	星2	駆け出せ、赤と青の狭間	水着'24	2024/08/01
月岡恋鐘	シャニソン	P	星2	照り返せ、灼熱の太陽	水着'24	2024/08/01
八宮めぐる	シャニソン	P	星2	きみに恋するビーチ	水着'24	2024/08/01
風野灯織	シャニソン	P	星2	きみにとらわれた夏空	水着'24	2024/08/01
櫻木真乃	シャニソン	P	星2	きみに会いにゆく太陽	水着'24	2024/08/01
放課後クライマックスガールズ	シャニソン	ユニットサブストーリー5話			サブストーリー	2024/08/05
黛冬優子	シャニソン	P	星3	藍にそよぎ、夏になびく	恒常	2024/08/10
大崎甘奈	シャニソン	P	星3	夏色に染まる恋	限定	2024/08/10
幽谷霧子	シャニソン	P	星2	箱庭に閉じ込めて	恒常	2024/08/10
三峰結華	シャニソン	P	星2	道化は宵に笑う	恒常	2024/08/10
白瀬咲耶	シャニソン	P	星2	月虹切り裂く	恒常	2024/08/10
田中摩美々	シャニソン	P	星2	堕ちて真白に	恒常	2024/08/10
月岡恋鐘	シャニソン	P	星2	罪深き真紅の瞳	恒常	2024/08/10
風野灯織	シャニソン	S	SSR	スターライト・フェローズ	限定	2024/08/10
鈴木羽那	シャニソン	S	SSR	she/through	恒常	2024/08/10
アンティーカ	シャニソン	エピソード3			プロデュース	2024/08/10
幽谷霧子	シャニソン	エピソード3			プロデュース	2024/08/10
三峰結華	シャニソン	エピソード3			プロデュース	2024/08/10
白瀬咲耶	シャニソン	エピソード3			プロデュース	2024/08/10
田中摩美々	シャニソン	エピソード3			プロデュース	2024/08/10
月岡恋鐘	シャニソン	エピソード3			プロデュース	2024/08/10
和泉愛依	シャニソン	P	星3	視線の先へ	30MSコラボ	2024/08/15
黛冬優子	シャニソン	P	星3	夢と現実の狭間	30MSコラボ	2024/08/15
芹沢あさひ	シャニソン	P	星3	真空への扉	30MSコラボ	2024/08/15
郁田はるき	シャニソン	P	星3	みんなの色を混ぜ込んで	恒常	2024/08/21
福丸小糸	シャニソン	S	SSR	ひまわり通りのそらと白	恒常	2024/08/21
七草にちか	シャニソン	S	SSR	睫毛をユらす風を綯う	恒常	2024/08/21
芹沢あさひ	シャニソン	P	星3	チャイムが鳴ったら走りだせ	限定	2024/08/31
白瀬咲耶	シャニソン	P	星3	知りたいのはキミの心	恒常	2024/08/31
郁田はるき	シャニソン	P	星2	黒の創造者	恒常	2024/08/31
鈴木羽那	シャニソン	P	星2	白の理解者	恒常	2024/08/31
斑鳩ルカ	シャニソン	P	星2	無の破壊者	恒常	2024/08/31
大崎甜花	シャニソン	S	SSR	yummy♡yummy	限定	2024/08/31
和泉愛依	シャニソン	S	SSR	とろりゆ、かぽーん	恒常	2024/08/31
コメティック	シャニソン	BLACK_WHITE?			イベント	2024/08/31
櫻木真乃	シャニソン	S	SSR	ひねもすのうたたち	イベント	2024/09/01
アルストロメリア	シャニソン	ユニットサブストーリー5話			サブストーリー	2024/09/04
市川雛菜	シャニソン	P	星3	しあわせの宙旅	30MSコラボ	2024/09/05
福丸小糸	シャニソン	P	星3	星と宙とわたしと	30MSコラボ	2024/09/05
樋口円香	シャニソン	P	星3	唯一無二の感情	30MSコラボ	2024/09/05
浅倉透	シャニソン	P	星3	進め、青黒	30MSコラボ	2024/09/05
斑鳩ルカ	シャニソン	P	星3	眠れ、ユートピア	恒常	2024/09/10
桑山千雪	シャニソン	P	星3	夢の楽園へようこそ！	恒常	2024/09/10
有栖川夏葉	シャニソン	P	星2	太陽系を制覇せよ！	恒常	2024/09/10
